Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type
ENSSSCG00000048674				
ENSSSCG00000000162	ABTB3	ENSG00000151136	ABTB3	ortholog_one2one
ENSSSCG00000024103		ENSG00000153531	ADPRHL1	ortholog_one2one
ENSSSCG00000026536	DCUN1D2	ENSG00000150401	DCUN1D2	ortholog_one2one
ENSSSCG00000036971		ENSG00000121769	FABP3	ortholog_one2many
ENSSSCG00000000164	CRY1	ENSG00000008405	CRY1	ortholog_one2one
ENSSSCG00000009563	TMCO3	ENSG00000150403	TMCO3	ortholog_one2one
ENSSSCG00000039109	MTERF2	ENSG00000120832	MTERF2	ortholog_one2one
ENSSSCG00000038968	TMEM263	ENSG00000151135	TMEM263	ortholog_one2one
ENSSSCG00000009560	TFDP1	ENSG00000198176	TFDP1	ortholog_one2one
ENSSSCG00000038151		ENSG00000140931	CMTM3	ortholog_one2one
ENSSSCG00000009561	ATP4B	ENSG00000186009	ATP4B	ortholog_one2one
ENSSSCG00000000167	RIC8B	ENSG00000111785	RIC8B	ortholog_one2one
ENSSSCG00000009562	GRK1	ENSG00000185974	GRK1	ortholog_one2one
ENSSSCG00000009564	TMEM255B	ENSG00000184497	TMEM255B	ortholog_one2one
ENSSSCG00000037561	ATP11A	ENSG00000068650	ATP11A	ortholog_one2one
ENSSSCG00000021158	MCF2L	ENSG00000126217	MCF2L	ortholog_one2one
ENSSSCG00000029503	F7	ENSG00000057593	F7	ortholog_one2one
ENSSSCG00000032632	CMTM4	ENSG00000183723	CMTM4	ortholog_one2one
ENSSSCG00000031161	CKLF	ENSG00000217555	CKLF	ortholog_one2one
ENSSSCG00000009558	F10	ENSG00000126218	F10	ortholog_one2one
ENSSSCG00000035857				
ENSSSCG00000052141	RFX4	ENSG00000111783	RFX4	ortholog_one2one
ENSSSCG00000031837	CMTM2	ENSG00000140932	CMTM2	ortholog_one2one
ENSSSCG00000036060	RRAD	ENSG00000166592	RRAD	ortholog_one2one
ENSSSCG00000033027	CIAO2B	ENSG00000166595	CIAO2B	ortholog_one2one
ENSSSCG00000024476	CES3	ENSG00000172828	CES3	ortholog_one2one
ENSSSCG00000057209	POLR3B	ENSG00000013503	POLR3B	ortholog_one2one
ENSSSCG00000009557	PCID2	ENSG00000126226	PCID2	ortholog_one2one
ENSSSCG00000024881	TCP11L2	ENSG00000166046	TCP11L2	ortholog_one2one
ENSSSCG00000002438				
ENSSSCG00000002429	FOXN3	ENSG00000053254	FOXN3	ortholog_one2one
ENSSSCG00000033811	CBFB	ENSG00000067955	CBFB	ortholog_one2one
ENSSSCG00000000171	CKAP4	ENSG00000136026	CKAP4	ortholog_one2one
ENSSSCG00000009556	CUL4A	ENSG00000139842	CUL4A	ortholog_one2one
ENSSSCG00000032861	NUAK1	ENSG00000074590	NUAK1	ortholog_one2one
ENSSSCG00000002430	EFCAB11	ENSG00000140025	EFCAB11	ortholog_one2one
ENSSSCG00000023176	TROAP	ENSG00000135451	TROAP	ortholog_one2one
ENSSSCG00000040749	PHAF1	ENSG00000125149	PHAF1	ortholog_one2one
ENSSSCG00000000197	C1QL4	ENSG00000186897	C1QL4	ortholog_one2one
ENSSSCG00000002431	TDP1	ENSG00000042088	TDP1	ortholog_one2one
ENSSSCG00000000198	DNAJC22	ENSG00000178401	DNAJC22	ortholog_one2one
ENSSSCG00000000199	SPATS2	ENSG00000123352	SPATS2	ortholog_one2one
ENSSSCG00000002432	KCNK13	ENSG00000152315	KCNK13	ortholog_one2one
ENSSSCG00000040139	B3GNT9	ENSG00000237172	B3GNT9	ortholog_one2one
ENSSSCG00000036321	TRADD	ENSG00000102871	TRADD	ortholog_one2one
ENSSSCG00000002433	PSMC1	ENSG00000100764	PSMC1	ortholog_one2one
ENSSSCG00000000203	KCNH3	ENSG00000135519	KCNH3	ortholog_one2one
ENSSSCG00000002793	FBXL8	ENSG00000135722	FBXL8	ortholog_one2one
ENSSSCG00000000202	MCRS1	ENSG00000187778	MCRS1	ortholog_one2one
ENSSSCG00000002434	NRDE2	ENSG00000119720	NRDE2	ortholog_one2one
ENSSSCG00000002830	IRX6	ENSG00000159387	IRX6	ortholog_one2one
ENSSSCG00000009536	ARGLU1	ENSG00000134884	ARGLU1	ortholog_one2one
ENSSSCG00000025768	CALM1			
ENSSSCG00000040687	CDH8	ENSG00000150394	CDH8	ortholog_one2one
ENSSSCG00000000205	FAM186B	ENSG00000135436	FAM186B	ortholog_one2one
ENSSSCG00000048714				
ENSSSCG00000040130	NALF1	ENSG00000204442	NALF1	ortholog_one2one
ENSSSCG00000044600				
ENSSSCG00000040166	FLRT2	ENSG00000185070	FLRT2	ortholog_one2one
ENSSSCG00000051640				
ENSSSCG00000000204	PRPF40B	ENSG00000110844	PRPF40B	ortholog_one2one
ENSSSCG00000009540	LIG4	ENSG00000174405	LIG4	ortholog_one2one
ENSSSCG00000040638	DIO2	ENSG00000211448	DIO2	ortholog_one2one
ENSSSCG00000036210	DYNC1LI2	ENSG00000135720	DYNC1LI2	ortholog_one2one
ENSSSCG00000025114	FMNL3	ENSG00000161791	FMNL3	ortholog_one2one
ENSSSCG00000009541	ABHD13	ENSG00000139826	ABHD13	ortholog_one2one
ENSSSCG00000009542	TNFSF13B	ENSG00000102524	TNFSF13B	ortholog_one2one
ENSSSCG00000029652	TMBIM6	ENSG00000139644	TMBIM6	ortholog_one2one
ENSSSCG00000002410	CEP128	ENSG00000100629	CEP128	ortholog_one2one
ENSSSCG00000051398				
ENSSSCG00000010811	KCTD3	ENSG00000136636	KCTD3	ortholog_one2one
ENSSSCG00000009543		ENSG00000041515	MYO16	ortholog_one2one
ENSSSCG00000035639	TERB1	ENSG00000249961	TERB1	ortholog_one2one
ENSSSCG00000000209	NCKAP5L	ENSG00000167566	NCKAP5L	ortholog_one2one
ENSSSCG00000038066		ENSG00000042781	USH2A	ortholog_one2one
ENSSSCG00000040144	BCDIN3D	ENSG00000186666	BCDIN3D	ortholog_one2one
ENSSSCG00000036331		ENSG00000187733	AMY1C	ortholog_many2many
ENSSSCG00000036331		ENSG00000174876	AMY1B	ortholog_many2many
ENSSSCG00000036331		ENSG00000240038	AMY2B	ortholog_many2many
ENSSSCG00000036331		ENSG00000237763	AMY1A	ortholog_many2many
ENSSSCG00000036331		ENSG00000243480	AMY2A	ortholog_many2many
ENSSSCG00000000207				
ENSSSCG00000010814	ESRRG	ENSG00000196482	ESRRG	ortholog_one2one
ENSSSCG00000041647				
ENSSSCG00000031771	TSHR	ENSG00000165409	TSHR	ortholog_one2one
ENSSSCG00000000206	FAIM2	ENSG00000135472	FAIM2	ortholog_one2one
ENSSSCG00000028277		ENSG00000187733	AMY1C	ortholog_many2many
ENSSSCG00000028277		ENSG00000174876	AMY1B	ortholog_many2many
ENSSSCG00000028277		ENSG00000240038	AMY2B	ortholog_many2many
ENSSSCG00000028277		ENSG00000237763	AMY1A	ortholog_many2many
ENSSSCG00000028277		ENSG00000243480	AMY2A	ortholog_many2many
ENSSSCG00000044700	COL4A1	ENSG00000187498	COL4A1	ortholog_one2one
ENSSSCG00000002411	GTF2A1	ENSG00000165417	GTF2A1	ortholog_one2one
ENSSSCG00000030140		ENSG00000187733	AMY1C	ortholog_many2many
ENSSSCG00000030140		ENSG00000174876	AMY1B	ortholog_many2many
ENSSSCG00000030140		ENSG00000240038	AMY2B	ortholog_many2many
ENSSSCG00000030140		ENSG00000237763	AMY1A	ortholog_many2many
ENSSSCG00000030140		ENSG00000243480	AMY2A	ortholog_many2many
ENSSSCG00000037254	RNPC3	ENSG00000185946	RNPC3	ortholog_one2one
ENSSSCG00000038785	CA7	ENSG00000168748	CA7	ortholog_one2one
ENSSSCG00000002412	STON2	ENSG00000140022	STON2	ortholog_one2one
ENSSSCG00000014366	APBB3	ENSG00000113108	APBB3	ortholog_one2one
ENSSSCG00000050713				
ENSSSCG00000027207	GPATCH2	ENSG00000092978	GPATCH2	ortholog_one2one
ENSSSCG00000036067	PDP2	ENSG00000172840	PDP2	ortholog_one2one
ENSSSCG00000021193	AQP2	ENSG00000167580	AQP2	ortholog_one2one
ENSSSCG00000002414	SEL1L	ENSG00000071537	SEL1L	ortholog_one2one
ENSSSCG00000000211	AQP5	ENSG00000161798	AQP5	ortholog_one2one
ENSSSCG00000029778	SPATA17	ENSG00000162814	SPATA17	ortholog_one2one
ENSSSCG00000014367	SLC35A4	ENSG00000176087	SLC35A4	ortholog_one2one
ENSSSCG00000044155				
ENSSSCG00000000212	AQP6	ENSG00000086159	AQP6	ortholog_one2one
ENSSSCG00000006857	COL11A1	ENSG00000060718	COL11A1	ortholog_one2one
ENSSSCG00000027846	RRP15	ENSG00000067533	RRP15	ortholog_one2one
ENSSSCG00000014368				
ENSSSCG00000014369	CD14	ENSG00000170458	CD14	ortholog_one2one
ENSSSCG00000022721	CDH16	ENSG00000166589	CDH16	ortholog_one2one
ENSSSCG00000054254				
ENSSSCG00000014370	TMCO6	ENSG00000113119	TMCO6	ortholog_one2one
ENSSSCG00000010816	TGFB2	ENSG00000092969	TGFB2	ortholog_one2one
ENSSSCG00000000217	RACGAP1	ENSG00000161800	RACGAP1	ortholog_one2one
ENSSSCG00000014371	NDUFA2	ENSG00000131495	NDUFA2	ortholog_one2one
ENSSSCG00000000216	ASIC1	ENSG00000110881	ASIC1	ortholog_one2one
ENSSSCG00000010817	LYPLAL1	ENSG00000143353	LYPLAL1	ortholog_one2one
ENSSSCG00000014372	IK	ENSG00000113141	IK	ortholog_one2one
ENSSSCG00000039095		ENSG00000196660	SLC30A10	ortholog_one2one
ENSSSCG00000010820				
ENSSSCG00000010801	CDC73	ENSG00000134371	CDC73	ortholog_one2one
ENSSSCG00000032062	WDR55	ENSG00000120314	WDR55	ortholog_one2one
ENSSSCG00000000215	SMARCD1	ENSG00000066117	SMARCD1	ortholog_one2one
ENSSSCG00000014375	HARS1	ENSG00000170445	HARS1	ortholog_one2one
ENSSSCG00000037928		ENSG00000109332	UBE2D3	ortholog_one2many
ENSSSCG00000006858	OLFM3	ENSG00000118733	OLFM3	ortholog_one2one
ENSSSCG00000027865	GALC	ENSG00000054983	GALC	ortholog_one2one
ENSSSCG00000006836	ELAPOR1	ENSG00000116299	ELAPOR1	ortholog_one2one
ENSSSCG00000009545	COL4A2	ENSG00000134871	COL4A2	ortholog_one2one
ENSSSCG00000010800	B3GALT2	ENSG00000162630	B3GALT2	ortholog_one2one
ENSSSCG00000031991		ENSG00000023572	GLRX2	ortholog_one2one
ENSSSCG00000000214	GPD1	ENSG00000167588	GPD1	ortholog_one2one
ENSSSCG00000032055	RO60	ENSG00000116747	RO60	ortholog_one2one
ENSSSCG00000033292	CFAP276	ENSG00000179902	CFAP276	ortholog_one2one
ENSSSCG00000002423	KCNK10	ENSG00000100433	KCNK10	ortholog_one2one
ENSSSCG00000037816	TMEM167B	ENSG00000215717	TMEM167B	ortholog_one2one
ENSSSCG00000002795	CDH11	ENSG00000140937	CDH11	ortholog_one2one
ENSSSCG00000024932	CERS5	ENSG00000139624	CERS5	ortholog_one2one
ENSSSCG00000020842	TAF13	ENSG00000197780	TAF13	ortholog_one2one
ENSSSCG00000002424	SPATA7	ENSG00000042317	SPATA7	ortholog_one2one
ENSSSCG00000035772	CDH5	ENSG00000179776	CDH5	ortholog_one2one
ENSSSCG00000010802	UCHL5	ENSG00000116750	UCHL5	ortholog_one2one
ENSSSCG00000032269	LIMA1	ENSG00000050405	LIMA1	ortholog_one2one
ENSSSCG00000033191	BEAN1	ENSG00000166546	BEAN1	ortholog_one2one
ENSSSCG00000006840	WDR47	ENSG00000085433	WDR47	ortholog_one2one
ENSSSCG00000022719	RAB20	ENSG00000139832	RAB20	ortholog_one2one
ENSSSCG00000002425	PTPN21	ENSG00000070778	PTPN21	ortholog_one2one
ENSSSCG00000029502	NAXD	ENSG00000213995	NAXD	ortholog_one2one
ENSSSCG00000038053	TK2	ENSG00000166548	TK2	ortholog_one2one
ENSSSCG00000002426	ZC3H14	ENSG00000100722	ZC3H14	ortholog_one2one
ENSSSCG00000037241	RGS2	ENSG00000116741	RGS2	ortholog_one2one
ENSSSCG00000014374	DND1	ENSG00000256453	DND1	ortholog_one2one
ENSSSCG00000040300	RGS13	ENSG00000127074	RGS13	ortholog_one2one
ENSSSCG00000028516	LARP4	ENSG00000161813	LARP4	ortholog_one2one
ENSSSCG00000014376	HARS2	ENSG00000112855	HARS2	ortholog_one2one
ENSSSCG00000032416	RGS1	ENSG00000090104	RGS1	ortholog_one2one
ENSSSCG00000031757	CARS2	ENSG00000134905	CARS2	ortholog_one2one
ENSSSCG00000053520	RGS21	ENSG00000253148	RGS21	ortholog_one2one
ENSSSCG00000002802	GINS3	ENSG00000181938	GINS3	ortholog_one2one
ENSSSCG00000033945	RGS18	ENSG00000150681	RGS18	ortholog_one2one
ENSSSCG00000006841	CLCC1	ENSG00000121940	CLCC1	ortholog_one2one
ENSSSCG00000021911	NDRG4	ENSG00000103034	NDRG4	ortholog_one2one
ENSSSCG00000010809	BRINP3	ENSG00000162670	BRINP3	ortholog_one2one
ENSSSCG00000010821	EPRS1	ENSG00000136628	EPRS1	ortholog_one2one
ENSSSCG00000021440	GPSM2	ENSG00000121957	GPSM2	ortholog_one2one
ENSSSCG00000034818	ING1	ENSG00000153487	ING1	ortholog_one2one
ENSSSCG00000033732	ANKRD10	ENSG00000088448	ANKRD10	ortholog_one2one
ENSSSCG00000036545				
ENSSSCG00000006842		ENSG00000162641	AKNAD1	ortholog_one2one
ENSSSCG00000010822	BPNT1	ENSG00000162813	BPNT1	ortholog_one2one
ENSSSCG00000055828				
ENSSSCG00000026505	SETD6	ENSG00000103037	SETD6	ortholog_one2one
ENSSSCG00000009551	ARHGEF7	ENSG00000102606	ARHGEF7	ortholog_one2one
ENSSSCG00000029158	ZMAT2	ENSG00000146007	ZMAT2	ortholog_one2one
ENSSSCG00000026061		ENSG00000185958	FAM186A	ortholog_one2one
ENSSSCG00000029281	PCDHAC2	ENSG00000243232	PCDHAC2	ortholog_one2one
ENSSSCG00000002799	CNOT1	ENSG00000125107	CNOT1	ortholog_one2one
ENSSSCG00000032160	FNDC7	ENSG00000143107	FNDC7	ortholog_one2one
ENSSSCG00000004075	RGS17	ENSG00000091844	RGS17	ortholog_one2one
ENSSSCG00000004076	MTRF1L	ENSG00000112031	MTRF1L	ortholog_one2one
ENSSSCG00000006846	HENMT1	ENSG00000162639	HENMT1	ortholog_one2one
ENSSSCG00000029196	DIP2B	ENSG00000066084	DIP2B	ortholog_one2one
ENSSSCG00000004077	FBXO5	ENSG00000112029	FBXO5	ortholog_one2one
ENSSSCG00000042156				
ENSSSCG00000006850	FAM102B	ENSG00000162636	FAM102B	ortholog_one2one
ENSSSCG00000061745	PCDHA3	ENSG00000255408	PCDHA3	ortholog_one2one
ENSSSCG00000040881	SLC38A7	ENSG00000103042	SLC38A7	ortholog_one2one
ENSSSCG00000004101	LRP11	ENSG00000120256	LRP11	ortholog_one2one
ENSSSCG00000051127				
ENSSSCG00000004103	PCMT1	ENSG00000120265	PCMT1	ortholog_one2one
ENSSSCG00000006848	SLC25A24	ENSG00000085491	SLC25A24	ortholog_one2one
ENSSSCG00000062186		ENSG00000134215	VAV3	ortholog_one2one
ENSSSCG00000032985	GOT2	ENSG00000125166	GOT2	ortholog_one2one
ENSSSCG00000010823	IARS2	ENSG00000067704	IARS2	ortholog_one2one
ENSSSCG00000002427		ENSG00000165521	EML5	ortholog_one2many
ENSSSCG00000006852	NTNG1	ENSG00000162631	NTNG1	ortholog_one2one
ENSSSCG00000004410		ENSG00000155085	AK9	ortholog_one2many
ENSSSCG00000039859				
ENSSSCG00000046437				
ENSSSCG00000004105	NUP43	ENSG00000120253	NUP43	ortholog_one2one
ENSSSCG00000033739		ENSG00000155085	AK9	ortholog_one2many
ENSSSCG00000061055	TEX29	ENSG00000153495	TEX29	ortholog_one2one
ENSSSCG00000057570				
ENSSSCG00000037660				
ENSSSCG00000010824	RAB3GAP2	ENSG00000118873	RAB3GAP2	ortholog_one2one
ENSSSCG00000009553	TUBGCP3	ENSG00000126216	TUBGCP3	ortholog_one2one
ENSSSCG00000004405	FIG4	ENSG00000112367	FIG4	ortholog_one2one
ENSSSCG00000002428	TTC8	ENSG00000165533	TTC8	ortholog_one2one
ENSSSCG00000025603		ENSG00000204961	PCDHA9	ortholog_many2many
ENSSSCG00000025603		ENSG00000204963	PCDHA7	ortholog_many2many
ENSSSCG00000004071	CNKSR3	ENSG00000153721	CNKSR3	ortholog_one2one
ENSSSCG00000046319	IPCEF1	ENSG00000074706	IPCEF1	ortholog_one2one
ENSSSCG00000040125	HSF4	ENSG00000102878	HSF4	ortholog_one2one
ENSSSCG00000041688				
ENSSSCG00000004074	OPRM1	ENSG00000112038	OPRM1	ortholog_one2one
ENSSSCG00000032443	MATCAP1	ENSG00000196123	MATCAP1	ortholog_one2one
ENSSSCG00000052660				
ENSSSCG00000052115				
ENSSSCG00000002788	EXOC3L1	ENSG00000179044	EXOC3L1	ortholog_one2one
ENSSSCG00000016840				
ENSSSCG00000021146	GPR65	ENSG00000140030	GPR65	ortholog_one2one
ENSSSCG00000047467				
ENSSSCG00000052182	SOX1	ENSG00000182968	SOX1	ortholog_one2one
ENSSSCG00000029442		ENSG00000204961	PCDHA9	ortholog_many2many
ENSSSCG00000029442		ENSG00000204963	PCDHA7	ortholog_many2many
ENSSSCG00000026042	ULBP1	ENSG00000111981	ULBP1	ortholog_one2many
ENSSSCG00000057582				
ENSSSCG00000062510				
ENSSSCG00000058523				
ENSSSCG00000053933				
ENSSSCG00000049528				
ENSSSCG00000059507				
ENSSSCG00000057699				
ENSSSCG00000062544				
ENSSSCG00000062328				
ENSSSCG00000010825	MARK1	ENSG00000116141	MARK1	ortholog_one2one
ENSSSCG00000056740				
ENSSSCG00000060297				
ENSSSCG00000002787	E2F4	ENSG00000205250	E2F4	ortholog_one2one
ENSSSCG00000029849	S1PR1	ENSG00000170989	S1PR1	ortholog_one2one
ENSSSCG00000004096		ENSG00000164520	RAET1E	ortholog_one2many
ENSSSCG00000060880				
ENSSSCG00000055590				
ENSSSCG00000056404				
ENSSSCG00000058068				
ENSSSCG00000046834				
ENSSSCG00000042895				
ENSSSCG00000056533				
ENSSSCG00000062574				
ENSSSCG00000041378		ENSG00000164520	RAET1E	ortholog_one2many
ENSSSCG00000057018				
ENSSSCG00000043565				
ENSSSCG00000037515				
ENSSSCG00000053321				
ENSSSCG00000045154				
ENSSSCG00000061017	DPH5	ENSG00000117543	DPH5	ortholog_one2one
ENSSSCG00000056380				
ENSSSCG00000058366				
ENSSSCG00000044825				
ENSSSCG00000060877				
ENSSSCG00000004406		ENSG00000146360	GPR6	ortholog_one2many
ENSSSCG00000002786	ELMO3	ENSG00000102890	ELMO3	ortholog_one2one
ENSSSCG00000004113	STXBP5	ENSG00000164506	STXBP5	ortholog_one2one
ENSSSCG00000049805				
ENSSSCG00000049531				
ENSSSCG00000061403				
ENSSSCG00000054635				
ENSSSCG00000004404		ENSG00000112290	WASF1	ortholog_one2many
ENSSSCG00000061604				
ENSSSCG00000058354				
ENSSSCG00000048432				
ENSSSCG00000050043				
ENSSSCG00000061380				
ENSSSCG00000043215				
ENSSSCG00000055313				
ENSSSCG00000006860	SLC30A7	ENSG00000162695	SLC30A7	ortholog_one2one
ENSSSCG00000051310				
ENSSSCG00000047793				
ENSSSCG00000045152				
ENSSSCG00000004403	CDC40	ENSG00000168438	CDC40	ortholog_one2one
ENSSSCG00000054357				
ENSSSCG00000062967				
ENSSSCG00000053644				
ENSSSCG00000046060				
ENSSSCG00000031199				
ENSSSCG00000056732				
ENSSSCG00000054419	U6	ENSG00000207367	RNU6-29P	ortholog_one2one
ENSSSCG00000052695				
ENSSSCG00000057544				
ENSSSCG00000004402	METTL24	ENSG00000053328	METTL24	ortholog_one2one
ENSSSCG00000062431				
ENSSSCG00000057756				
ENSSSCG00000028030	PCDHA13	ENSG00000239389	PCDHA13	ortholog_one2one
ENSSSCG00000020247	U6			
ENSSSCG00000006861	EXTL2	ENSG00000162694	EXTL2	ortholog_one2one
ENSSSCG00000045310				
ENSSSCG00000032254	ssc-mir-7144			
ENSSSCG00000049015				
ENSSSCG00000020635	U6	ENSG00000201367	RNU6-522P	ortholog_one2one
ENSSSCG00000041727				
ENSSSCG00000004401	DDO	ENSG00000203797	DDO	ortholog_one2one
ENSSSCG00000043434				
ENSSSCG00000018191				
ENSSSCG00000044714				
ENSSSCG00000062025				
ENSSSCG00000019738	SNORA79	ENSG00000221303	SNORA79	ortholog_one2one
ENSSSCG00000052033				
ENSSSCG00000004399	SLC22A16	ENSG00000004809	SLC22A16	ortholog_one2one
ENSSSCG00000046996				
ENSSSCG00000024111	SCGB3A2	ENSG00000164265	SCGB3A2	ortholog_one2one
ENSSSCG00000052881				
ENSSSCG00000062721				
ENSSSCG00000037803	MARCKS	ENSG00000277443	MARCKS	ortholog_one2one
ENSSSCG00000051092				
ENSSSCG00000060613				
ENSSSCG00000059347				
ENSSSCG00000004388	ARMC2	ENSG00000118690	ARMC2	ortholog_one2one
ENSSSCG00000034511	SPINK1	ENSG00000164266	SPINK1	ortholog_one2one
ENSSSCG00000002790		ENSG00000168701	TMEM208	ortholog_one2many
ENSSSCG00000052074				
ENSSSCG00000050890				
ENSSSCG00000057657				
ENSSSCG00000052338				
ENSSSCG00000034399	C5orf46	ENSG00000178776	C5orf46	ortholog_one2one
ENSSSCG00000006862	VCAM1	ENSG00000162692	VCAM1	ortholog_one2one
ENSSSCG00000062297				
ENSSSCG00000056947				
ENSSSCG00000057470				
ENSSSCG00000053245				
ENSSSCG00000062242				
ENSSSCG00000004390	SESN1	ENSG00000080546	SESN1	ortholog_one2one
ENSSSCG00000053867				
ENSSSCG00000014422	SPINK5	ENSG00000133710	SPINK5	ortholog_one2one
ENSSSCG00000054282				
ENSSSCG00000043354		ENSG00000240563	L1TD1	ortholog_one2many
ENSSSCG00000061916				
ENSSSCG00000006864	CDC14A	ENSG00000079335	CDC14A	ortholog_one2one
ENSSSCG00000061634				
ENSSSCG00000063451				
ENSSSCG00000056612				
ENSSSCG00000057147				
ENSSSCG00000060650				
ENSSSCG00000062810				
ENSSSCG00000053871				
ENSSSCG00000004114	ADGB	ENSG00000118492	ADGB	ortholog_one2one
ENSSSCG00000059430				
ENSSSCG00000062188				
ENSSSCG00000053217				
ENSSSCG00000057497				
ENSSSCG00000052903				
ENSSSCG00000044168				
ENSSSCG00000038182				
ENSSSCG00000004391	CEP57L1	ENSG00000183137	CEP57L1	ortholog_one2one
ENSSSCG00000062485				
ENSSSCG00000054638				
ENSSSCG00000046986				
ENSSSCG00000026116	FHOD1	ENSG00000135723	FHOD1	ortholog_one2one
ENSSSCG00000052303	RAB32	ENSG00000118508	RAB32	ortholog_one2one
ENSSSCG00000061312				
ENSSSCG00000058600				
ENSSSCG00000056567				
ENSSSCG00000058953				
ENSSSCG00000061415				
ENSSSCG00000053863				
ENSSSCG00000051520				
ENSSSCG00000032525		ENSG00000164520	RAET1E	ortholog_one2many
ENSSSCG00000004415				
ENSSSCG00000047713				
ENSSSCG00000058758				
ENSSSCG00000059929				
ENSSSCG00000056020				
ENSSSCG00000052185				
ENSSSCG00000059410				
ENSSSCG00000053269				
ENSSSCG00000033578		ENSG00000164520	RAET1E	ortholog_one2many
ENSSSCG00000057737				
ENSSSCG00000033173	SPINK14	ENSG00000196800	SPINK14	ortholog_one2one
ENSSSCG00000006865	RTCA	ENSG00000137996	RTCA	ortholog_one2one
ENSSSCG00000057973				
ENSSSCG00000048837				
ENSSSCG00000055448				
ENSSSCG00000044167				
ENSSSCG00000052577				
ENSSSCG00000043065				
ENSSSCG00000004119	GRM1	ENSG00000152822	GRM1	ortholog_one2one
ENSSSCG00000062500				
ENSSSCG00000047517				
ENSSSCG00000004414	CD164	ENSG00000135535	CD164	ortholog_one2one
ENSSSCG00000056375				
ENSSSCG00000053101				
ENSSSCG00000053979				
ENSSSCG00000045336				
ENSSSCG00000052845				
ENSSSCG00000057744				
ENSSSCG00000002783	SLC9A5	ENSG00000135740	SLC9A5	ortholog_one2one
ENSSSCG00000045101				
ENSSSCG00000038539				
ENSSSCG00000058580	SPINK6	ENSG00000178172	SPINK6	ortholog_one2one
ENSSSCG00000036162	U6	ENSG00000252804	RNU6-958P	ortholog_one2one
ENSSSCG00000004120	SHPRH	ENSG00000146414	SHPRH	ortholog_one2one
ENSSSCG00000018308	SNORA36B	ENSG00000222370	SNORA36B	ortholog_one2one
ENSSSCG00000059951		ENSG00000248109	MARCOL	ortholog_one2one
ENSSSCG00000004413	PPIL6	ENSG00000185250	PPIL6	ortholog_one2one
ENSSSCG00000019397	U6			
ENSSSCG00000029257				
ENSSSCG00000002782	PLEKHG4	ENSG00000196155	PLEKHG4	ortholog_one2one
ENSSSCG00000006866	DBT	ENSG00000137992	DBT	ortholog_one2one
ENSSSCG00000019518				
ENSSSCG00000018504	Y_RNA	ENSG00000200201	Y_RNA	ortholog_one2one
ENSSSCG00000030244	U6	ENSG00000251874	RNU6-615P	ortholog_one2many
ENSSSCG00000030244	U6	ENSG00000283313	U6	ortholog_one2many
ENSSSCG00000030244	U6	ENSG00000252882	RNU6-1137P	ortholog_one2many
ENSSSCG00000047137		ENSG00000214510	SPINK13	ortholog_one2one
ENSSSCG00000041897	SNORA70			
ENSSSCG00000035486	ssc-mir-664			
ENSSSCG00000032560	ssc-mir-215			
ENSSSCG00000054392	SPINK7	ENSG00000145879	SPINK7	ortholog_one2one
ENSSSCG00000004121	FBXO30	ENSG00000118496	FBXO30	ortholog_one2one
ENSSSCG00000040000	ssc-mir-194b	ENSG00000207624	MIR194-1	ortholog_one2one
ENSSSCG00000004078	VIP	ENSG00000146469	VIP	ortholog_one2one
ENSSSCG00000014426	SPINK9	ENSG00000204909	SPINK9	ortholog_one2one
ENSSSCG00000004408	SMPD2	ENSG00000135587	SMPD2	ortholog_one2one
ENSSSCG00000014427	FBXO38	ENSG00000145868	FBXO38	ortholog_one2one
ENSSSCG00000002781	KCTD19	ENSG00000168676	KCTD19	ortholog_one2one
ENSSSCG00000004412	MICAL1	ENSG00000135596	MICAL1	ortholog_one2one
ENSSSCG00000031536	MYCT1	ENSG00000120279	MYCT1	ortholog_one2one
ENSSSCG00000002779	LRRC36	ENSG00000159708	LRRC36	ortholog_one2one
ENSSSCG00000004081		ENSG00000131018	SYNE1	ortholog_one2many
ENSSSCG00000014428	HTR4	ENSG00000164270	HTR4	ortholog_one2one
ENSSSCG00000035983	TPPP3	ENSG00000159713	TPPP3	ortholog_one2one
ENSSSCG00000002778	ZDHHC1	ENSG00000159714	ZDHHC1	ortholog_one2one
ENSSSCG00000006867	LRRC39	ENSG00000122477	LRRC39	ortholog_one2one
ENSSSCG00000002777	HSD11B2	ENSG00000176387	HSD11B2	ortholog_one2one
ENSSSCG00000002776	ATP6V0D1	ENSG00000159720	ATP6V0D1	ortholog_one2one
ENSSSCG00000006869	TRMT13	ENSG00000122435	TRMT13	ortholog_one2one
ENSSSCG00000002774	RIPOR1	ENSG00000039523	RIPOR1	ortholog_one2one
ENSSSCG00000023279	SH3TC2	ENSG00000169247	SH3TC2	ortholog_one2one
ENSSSCG00000028821	SASS6	ENSG00000156876	SASS6	ortholog_one2one
ENSSSCG00000004411	ZBTB24	ENSG00000112365	ZBTB24	ortholog_one2one
ENSSSCG00000006870	MFSD14A	ENSG00000156875	MFSD14A	ortholog_one2one
ENSSSCG00000033392	SCML4	ENSG00000146285	SCML4	ortholog_one2one
ENSSSCG00000014430	ABLIM3	ENSG00000173210	ABLIM3	ortholog_one2one
ENSSSCG00000006871	SLC35A3	ENSG00000117620	SLC35A3	ortholog_one2one
ENSSSCG00000049158				
